edgenum,pointnum1,pointnum2,x_difference,y_difference
622,1203,1203B,16.315971888888896,13.201388892222221
623,1203,1203C,2.3680558888888754,12.128472222222221
624,1203,1203D,9.559028111111104,12.128472222222221
625,16,15,3.7328042328042272,0.0
626,15,1208,1.0,14.239087301587304
627,1208,1208A,6.11689781481482,16.482638922222222
628,15,13,24.273148148148138,0.0052910052910064564
629,13,1010,3.245370370370381,15.433862433862434
630,1010,1010A,11.995370703703713,8.410714252380952
631,1010,1010B,11.995370703703713,8.433035717619047
632,564,55,5.495878500451667,2.006944444444443
633,55,534,3.904528003613379,3.3402777777777715
634,534,1004,5.576953477868102,5.752314814814817
635,1004,1004A,26.814814848148146,11.141203703703702
636,1004,1004B,13.616898148148152,11.141203703703702
637,1004,1004C,4.085648148148152,11.141203703703702
638,1004,1004D,13.393518851851852,4.775462996296298
639,1004,13,4.643518518518519,36.31481481481482
640,1004,563,36.437920875420886,2.8333333333333357
641,13,558,29.25,0.17592592592592737
642,558,12,11.831439393939405,0.19212962962962976
643,12,556,0.0,11.743055555555557
644,556,11,0.0018939393939376714,22.83333333333333
645,11,563,0.0018939393939376714,4.587962962962969
646,11,557,11.833333333333343,22.83333333333333
647,556,557,11.831439393939405,0.0
648,12,557,11.831439393939405,11.743055555555557
649,558,557,0.0,11.550925925925927
650,55,554,9.666877104377107,10.166666666666671
651,554,56,12.830808080808083,0.009259259259252417
652,56,1161,1.0902777777777715,20.994708994709
653,1161,1161A,16.16666666666667,15.924107109523817
654,56,566,23.421717171717177,0.009259259259252417
655,563,566,0.0,16.425925925925924
656,11,1003,10.732142857142854,2.337962962962969
657,563,1003,10.734036796536792,2.25
658,1003,1003A,11.497023776190474,0.6192129296296329
659,1003,1003B,0.6383928238095251,10.557870370370367
660,566,10,21.744949494949488,0.009259259259252417
661,10,1412,8.250992063492063,20.425925925925938
662,10,9,4.224537037037038,0.009259259259252417
663,9,1411,3.481481481481481,6.916666666666671
664,9,8,4.75,0.0
665,8,1409,3.3333333333333357,15.097222222222229
666,8,7,23.608796296296298,0.0
667,7,1403,6.331018518518517,14.673611111111114
668,1403,1403A,14.140046292962962,4.545138855555564
669,1403,1403B,14.140046292962962,7.663194444444443
670,7,5,11.502314814814815,0.0069444444444428655
671,7,1408,0.05787037037037024,17.575396825396822
672,1408,1408A,7.751157404074075,9.56845238095238
673,1408,1408B,7.751157404074075,12.566964619047624
674,1408,1408C,3.946759225925925,12.889880619047617
675,566,57,0.0018939393939376714,17.51851851851852
676,57,1105,10.384259259259252,4.583333333333329
677,57,58,0.07638888888888573,5.074074074074076
678,58,1103,10.506944444444443,5.148148148148138
679,58,531,0.0782828282828234,17.759259259259252
680,531,59,13.421717171717177,0.7245370370370381
681,59,1161,8.909722222222229,20.072420634920633
682,1161,1161A,16.16666666666667,15.924107109523817
683,1161,1161B,16.16666666666667,15.398809190476186
684,1161,1161C,23.916666333333325,15.398809190476186
685,1161,1161D,27.500000333333332,19.924107109523817
686,59,1660,24.506944444444443,0.6504629629629619
687,1660,1660A,4.409721888888882,25.94560151851853
688,1660,1660B,7.486111111111114,25.94560151851853
689,531,32,0.0018939393939376714,12.333333333333329
690,32,1162,12.351190476190482,5.615740740740733
691,32,1166,12.590277777777786,12.384259259259267
692,32,60,0.0,6.217592592592609
693,60,28,0.0654761904761898,7.013888888888886
694,531,31,8.969486531986526,0.057870370370366686
695,31,1640,1.2407407407407405,8.344246031746025
696,31,29,12.86574074074074,0.0
697,29,1620,1.8511904761904745,12.166666666666686
698,1620,1620A,2.122023776190474,9.597222555555533
699,1620,1620B,10.263392823809525,9.597222555555533
700,29,1412,8.160714285714285,19.974537037037024
701,29,2,9.74404761904762,0.0
702,2,1610,4.332341269841265,10.581018518518533
703,2,3,22.723544973544975,0.006944444444457076
704,3,1608,0.7754629629629619,15.75
705,1608,1608A,16.399305555555557,6.006944777777761
706,3,4,10.532407407407407,0.0
