pointnum,type,x_position,y_position
3302,room,374.11153455284557,396.686553030303
3624D,room,384.9469004065041,394.0997023809524
3304,room,373.86160714285717,404.9286077235772
3624C,room,385.5302337398374,406.6830357142857
3716A,room,383.1013719512195,415.4364224137931
3714,room,420.7090955284553,415.4364224137931
3706,room,427.93498563218395,444.9448678861789
3338,room,372.3502155172414,463.3483796296296
3724,room,394.6016522988506,454.3595020325203
3716,room,395.5428240740741,431.0332825203252
4305,room,57.18171296296296,342.1770833333333
4311B,room,50.52430555555556,358.93171296296293
4802B,room,28.760416666666668,447.84375
4317,room,56.542824074074076,388.19097222222223
4317A,room,56.542824074074076,392.0150462962963
4120,room,38.27430555555556,381.6261574074074
4118,room,38.5150462962963,393.8761574074074
4122,room,38.70949074074074,368.51257183908046
4116,room,40.01636904761905,405.5173611111111
4109,room,19.850694444444446,368.8483796296296
4111,room,20.542824074074076,381.5173611111111
4113,room,20.34375,393.76636904761904
4115,room,19.95949074074074,405.43171296296293
4802C,room,17.45949074074074,425.85069444444446
4124,room,37.84375,357.70023148148147
4126,room,40.361607142857146,344.4270833333333
4101,room,34.20023148148148,330.0335648148148
4103,room,21.600694444444446,328.5104166666667
4313,room,54.44494047619048,375.95023148148147
4105,room,21.600694444444446,342.0335648148148
4107,room,19.95023148148148,356.8761574074074
4605A,room,97.59970238095238,363.8483796296296
4605,room,97.44494047619048,375.70023148148147
4312,room,82.20023148148148,371.68171296296293
4311C,room,50.27430555555556,368.70949074074076
4514,room,109.87615740740742,432.43402777777777
4510,room,102.1076388888889,456.1830357142857
4802A,room,38.0150462962963,424.9449404761905
4808,room,57.017361111111114,427.8497023809524
4501,room,65.76504629629629,437.8761574074074
4505,room,65.76504629629629,452.7782738095238
4806,room,47.85069444444444,429.7604166666667
4316,room,88.52430555555556,399.7650462962963
4809,room,59.19097222222223,403.0282738095238
4721,restroom,117.43303571428572,450.19097222222223
4725,restroom,118.01636904761905,466.70949074074076
4807,room,47.26041666666667,403.5997023809524
1608A,room,30.90625,145.354167
1620A,room,47.4791667,145.354167
1620B,room,59.8645833,145.354167
1408B,room,7.44791667,113.322917
1408A,room,7.44791667,91.1875
1403A,room,7.44791667,73.0520833
1403B,room,7.44791667,60.84375
1408C,room,19.1458333,113.645833
1660A,room,103.104167,149.552083
1660B,room,115,149.552083
1161B,room,75.75,119.583333
1161C,room,115.833333,119.583333
1161A,room,75.75,88.2604167
1003B,room,59.4895833,75.0625
1004A,room,79.2083333,75.0625
1004B,room,92.40625,75.0625
1004C,room,101.9375,75.0625
1003A,room,47.3541667,63.8854167
1161D,room,119.416667,84.2604167
1004D,room,119.416667,59.1458333
1010A,room,119.416667,20.5833333
1010B,room,119.416667,3.73958333
1414A,room,127.270833,83.1875
1208A,room,129.822917,58.3229167
1425A,room,146.1875,58.3229167
1203C,room,152.895833,8.71875
1203D,room,164.822917,8.71875
1207D,room,176.760417,8.71875
1207C,room,191.145833,8.71875
1207B,room,207.458333,8.71875
1203A,room,128.78125,17.5
1203B,room,138.947917,7.64583333
1903,room,220.21875,6.80208333
1904A,room,258.15625,61.78125
1904B,room,260.135417,50.2708333
2402,room,275.770833,89.5208333
2403A,room,306.479167,39.4895833
2405B,room,344.28125,36.6875
2405A,room,358.208333,36.6875
3922A,room,456.125,358.895833
4802,room,28.375,425.40625
